Z / PU Number,Slot,Subslot,Check in Time,Check in Operator,Location,State,Storage Unit,Storage Sub Unit,Zone State,Item State,Part Number,Lot No,Initial Quantity,Material Barcode,Estimated Current Quantity,Component Count Update,Reserved Quantity,Work Order Name,Cart Id,Splice Reel,Splice Lot Number,Splice Estimated Quantity,Splice Total Quantity,Feeder Birth Date,Components Fed,Total Components Fed,Feeder Count Update,Last Maintained,Feeder Barcode,Column_31
,0,0,3/4/2020 10:39:09 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281123,3000,3/4/2020 10:39:09 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:13 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281122,3000,3/4/2020 10:39:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:17 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281121,3000,3/4/2020 10:39:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:21 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281120,3000,3/4/2020 10:39:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:25 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281119,3000,3/4/2020 10:39:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:29 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281118,3000,3/4/2020 10:39:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:33 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281128,3000,3/4/2020 10:39:33 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:38 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281126,3000,3/4/2020 10:39:38 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:42 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281124,3000,3/4/2020 10:39:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:39:46 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008103,K341800008,3000,1000281129,3000,3/4/2020 10:39:46 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:55:46 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008128,K341800033,400,1000281512,400,3/4/2020 10:55:46 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:55:56 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008128,K341800033,400,1000281510,400,3/4/2020 10:55:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:01 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008128,K341800033,400,1000281516,400,3/4/2020 10:56:01 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:06 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008128,K341800033,400,1000281511,400,3/4/2020 10:56:06 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:21 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281374,200,3/4/2020 10:56:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:25 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281375,200,3/4/2020 10:56:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:38 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281376,200,3/4/2020 10:56:38 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:44 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281377,200,3/4/2020 10:56:44 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:56:49 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281378,200,3/4/2020 10:56:49 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:06 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281379,200,3/4/2020 10:57:06 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:13 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281384,200,3/4/2020 10:57:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:17 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281383,200,3/4/2020 10:57:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:22 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281387,200,3/4/2020 10:57:22 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:27 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281386,200,3/4/2020 10:57:27 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:31 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281385,200,3/4/2020 10:57:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 10:57:35 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008127,K341800032,200,1000281380,200,3/4/2020 10:57:35 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:11 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000280996,1000,3/4/2020 11:06:11 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:14 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000280999,1000,3/4/2020 11:06:14 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:20 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000280997,1000,3/4/2020 11:06:20 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:24 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000281003,1000,3/4/2020 11:06:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:32 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000281001,1000,3/4/2020 11:06:32 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:36 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000281002,1000,3/4/2020 11:06:36 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:06:40 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008123,K341800028,1000,1000281000,1000,3/4/2020 11:06:40 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:03 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008126,K341800031,1000,1000281360,1000,3/4/2020 11:07:03 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:07 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008126,K341800031,1000,1000281361,1000,3/4/2020 11:07:07 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:29 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008125,K341800030,1000,1000281324,1000,3/4/2020 11:07:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:36 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008125,K341800030,1000,1000281327,1000,3/4/2020 11:07:36 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:41 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008125,K341800030,1000,1000281322,1000,3/4/2020 11:07:41 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:07:44 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008125,K341800030,1000,1000281325,1000,3/4/2020 11:07:44 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:08:31 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045643,K341800155,2000,1000262484,2000,3/4/2020 11:08:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:10:35 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2007744,K341800005,1000,1000273562,1000,3/4/2020 11:10:35 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:10:39 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2007744,K341800005,1000,1000273559,1000,3/4/2020 11:10:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:10:43 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2007744,K341800005,1000,1000273561,1000,3/4/2020 11:10:43 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/4/2020 11:10:46 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2007744,K341800005,1000,1000273560,1000,3/4/2020 11:10:46 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 3:20:54 PM,,SAP_Q,Unloaded Reels,34806-0001,,Active,,1015210,K348060026,5000,1000296194,5000,3/5/2020 3:20:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 3:20:54 PM,,SAP_Q,Unloaded Reels,34806-0001,,Active,,1015210,K348060026,5000,1000296195,5000,3/5/2020 3:20:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,150,1000296835,150,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296821,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296822,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296823,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296824,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296825,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296826,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296827,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296828,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296829,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296830,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296831,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296832,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296833,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:06 PM,,SAP,Unloaded Reels,FREE,,Active,,1039377,1000029449,270,1000296834,270,3/5/2020 7:20:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:16 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017211,K339470628,495,1000296836,495,3/5/2020 7:20:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/5/2020 7:20:27 PM,,SAP_Q,Unloaded Reels,33819-0001,,Active,,1042799,K338190400,5,1000296779,5,3/5/2020 7:20:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/6/2020 5:45:44 PM,w1,Warehouse-P1,Unloaded Reels,DryBox22,,Active,,1047985,K340970384,210,1000267647,194,3/6/2020 5:45:44 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/6/2020 5:45:48 PM,w1,Warehouse-P1,Unloaded Reels,DryBox22,,Active,,1023275,K340970383,210,1000267646,194,3/6/2020 5:45:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/6/2020 8:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1050050,K339470664,2000,1000296847,2000,3/6/2020 8:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/6/2020 8:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1050050,K339470664,2000,1000296848,2000,3/6/2020 8:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/9/2020 10:00:34 AM,,SAP_Q,Unloaded Reels,34062-0001,,Active,,2007082,K340621087,120,1000279603,120,3/9/2020 10:00:34 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/9/2020 2:20:23 PM,,SAP_Q,Unloaded Reels,34062-0001,,Active,,2007117,K340621091,150,1000296937,150,3/9/2020 2:20:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167282,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167284,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167285,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167286,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167287,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167288,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167289,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:08 AM,,SAP,Unloaded Reels,FREE,,Active,,1026725,1000028833,3000,1000167290,3000,3/10/2020 11:20:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:19 AM,,SAP,Unloaded Reels,FREE,,Active,,1015702,1000032497,9999,1000229678,9999,3/10/2020 11:20:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:39 AM,,SAP,Unloaded Reels,FREE,,Active,,1015702,1000032562,10000,1000232447,10000,3/10/2020 11:20:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 11:20:39 AM,,SAP,Unloaded Reels,FREE,,Active,,1015702,1000032562,10000,1000232448,10000,3/10/2020 11:20:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 2:14:30 PM,w1,Warehouse-P1,Unloaded Reels,RackSMT,,Active,,1048000,K340970415,110,1000268204,10,3/10/2020 2:14:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/10/2020 8:00:06 PM,,SAP_Q,Unloaded Reels,33819-0001,,Active,,1040369,K338190401,5,1000296891,5,3/10/2020 8:00:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/11/2020 10:20:12 AM,,SAP,Unloaded Reels,FREE,,Active,,1046498,1000036033,1000,1000296676,1000,3/11/2020 10:20:12 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/11/2020 6:08:16 PM,w1,SAP_Q,Unloaded Reels,34062-0001,,Active,,2007355,K340621101,1136,1000297631,1136,3/11/2020 6:08:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/11/2020 6:09:46 PM,w1,SAP_Q,Unloaded Reels,34062-0001,,Active,,2007186,K340620863,10000,1000279042,9998,3/11/2020 6:09:46 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/11/2020 6:11:21 PM,w1,SAP_Q,Unloaded Reels,34062-0001,,Active,,2007169,K340620876,4000,1000278157,4000,3/11/2020 6:11:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/13/2020 3:00:21 PM,,SAP_Q,Unloaded Reels,32641-0001,,Active,,1049539,K32641301,102,1000297122,102,3/13/2020 3:00:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/13/2020 3:00:21 PM,,SAP_Q,Unloaded Reels,32641-0001,,Active,,1049539,K32641301,150,1000297119,150,3/13/2020 3:00:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/13/2020 3:00:21 PM,,SAP_Q,Unloaded Reels,32641-0001,,Active,,1049539,K32641301,150,1000297120,150,3/13/2020 3:00:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/13/2020 3:00:21 PM,,SAP_Q,Unloaded Reels,32641-0001,,Active,,1049539,K32641301,150,1000297121,150,3/13/2020 3:00:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:54:48 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045689,K341800139,10000,1000258335,10000,3/16/2020 9:54:48 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:54:52 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045689,K341800139,10000,1000258355,10000,3/16/2020 9:54:52 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:54:56 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045689,K341800139,10000,1000258356,10000,3/16/2020 9:54:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:02 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045689,K341800139,10000,1000258338,10000,3/16/2020 9:55:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:07 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1042019,K341800134,10000,1000258297,10000,3/16/2020 9:55:07 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:12 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1042019,K341800134,10000,1000258307,10000,3/16/2020 9:55:12 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:42 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015611,K341800151,10000,1000262472,10000,3/16/2020 9:55:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:45 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015701,K341800138,10000,1000258327,10000,3/16/2020 9:55:45 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:55:59 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008106,K341800011,3000,1000281578,3000,3/16/2020 9:55:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:03 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015701,K341800138,10000,1000258331,10000,3/16/2020 9:56:03 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:08 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1037950,K341800127,4000,1000258247,4000,3/16/2020 9:56:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:13 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045665,K341800156,4000,1000262501,4000,3/16/2020 9:56:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:18 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008119,K341800024,4000,1000280955,4000,3/16/2020 9:56:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:21 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1030899,K341800125,10000,1000258224,10000,3/16/2020 9:56:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:56:26 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014442,K341800136,10000,1000258314,10000,3/16/2020 9:56:26 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:15 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1030899,K341800125,10000,1000258225,10000,3/16/2020 9:57:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:21 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045665,K341800156,4000,1000262502,4000,3/16/2020 9:57:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:24 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015611,K341800151,10000,1000262471,10000,3/16/2020 9:57:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:30 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015128,K341800137,10000,1000258319,10000,3/16/2020 9:57:30 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:34 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1042019,K341800134,10000,1000258298,10000,3/16/2020 9:57:34 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:48 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1025849,K341800192,3000,1000262906,3000,3/16/2020 9:57:48 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:51 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1037950,K341800127,4000,1000258244,4000,3/16/2020 9:57:51 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:57:56 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015218,K341800146,5000,1000258473,5000,3/16/2020 9:57:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:05 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045689,K341800139,10000,1000258336,10000,3/16/2020 9:58:05 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:19 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014044,K341800141,10000,1000258452,10000,3/16/2020 9:58:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:24 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014044,K341800141,10000,1000258450,10000,3/16/2020 9:58:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:34 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014040,K341800140,10000,1000258437,10000,3/16/2020 9:58:34 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:38 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014040,K341800140,10000,1000258438,10000,3/16/2020 9:58:38 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:43 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,2008113,K341800018,4000,1000281351,4000,3/16/2020 9:58:43 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:58:54 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1047435,K341800128,2000,1000258261,2000,3/16/2020 9:58:54 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:59:00 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014043,K341800133,10000,1000258283,10000,3/16/2020 9:59:00 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:59:06 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1041270,K341800126,10000,1000258234,10000,3/16/2020 9:59:06 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:59:14 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014043,K341800133,10000,1000258282,10000,3/16/2020 9:59:14 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:59:23 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014043,K341800133,10000,1000258281,10000,3/16/2020 9:59:23 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 9:59:57 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1037950,K341800127,4000,1000258246,4000,3/16/2020 9:59:57 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:00:01 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1047432,K339560347,3000,1000257165,3000,3/16/2020 10:00:01 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:00:05 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1014040,K341800140,10000,1000258439,10000,3/16/2020 10:00:05 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:00:09 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1041270,K341800126,10000,1000258233,10000,3/16/2020 10:00:09 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:00:15 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1041270,K341800126,10000,1000258231,10000,3/16/2020 10:00:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:00:19 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1015237,K341800143,5000,1000258464,5000,3/16/2020 10:00:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,3/16/2020 10:04:15 AM,w1,SAP_Q,Unloaded Reels,34180-0001,,Active,,1045612,K341800189,3000,1000262897,3000,3/16/2020 10:04:15 AM,0,,,,,0,0,,0,0,,,,0
